"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PVCL","PVCR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEV","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVDR","RIPL","AVEL","RIPR","AVAR","AVDL","SIBDL","RID","AVER","SIADL","RMEL","RMER","SIBVL","SIBVR","SIBDR","SIAVR","SIAVL","SIADR","ALNR","ALNL"
"RIAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099470920310913,0,0,0,0,0,0,0,0.0149520769052747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933755375737538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123174641737606,0,0.0106358901381713,0.00831912327205368,0.0118115244894817,0.00520874536986835,0.0126375126965812,0.00403665678694944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977746540920115,0.00749192648893628,0.0104928077889989,0.00146693697142209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106444185440364,0,0,0,0,0,0,0.0159094948095076,0.00913764513735623,0,0
"RIBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100116797487048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190590726845183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224320076425406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00915527567426972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203780418415724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867587760060185,0,0.0141117545667831,0,0,0,0,0,0,0,0,0,0,0,0,0.00898639053826674,0,0,0.0121711413925266,0,0.00788281677229814,0,0,0,0,0,0.011201574137426,0,0,0,0,0,0,0,0,0,0,0
"RIBR",0,0,0,0,0,0,0,0,0,0,0,0,0.0100740823240569,0,0,0,0,0,0,0,0,0.0043928210842379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198239242606944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174195992029273,0,0,0,0,0,0,0,0,0,0.00864925992227803,0,0,0,0,0,0,0,0,0,0,0,0,0.0206405605506185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101933129642673,0,0.0139210721738216,0,0,0,0,0,0,0,0,0,0,0,0,0.0203851579360604,0,0,0,0.00433088657566208,0,0.0119195521754175,0,0.00800074685869231,0,0,0.013905800639369,0.00695701797984416,0,0,0,0,0,0,0,0,0,0,0
"RICL",0.016816222678005,0.0202125324872188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00971652788824923,0.0118384614115919,0,0,0,0,0,0.00895906350958346,0,0,0,0,0.0141705807496111,0.0159363299923477,0.0197857722105747,0,0,0,0,0,0,0,0,0,0,0,0,0.0154101627470519,0,0,0,0,0,0,0.0189747900173658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RICR",0.0218178785224125,0.0153593501220551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131851700927595,0,0,0,0,0,0,0,0,0,0,0,0.0116927502118033,0.0112432545152082,0,0,0,0,0,0,0.00833027686645978,0,0,0.0154537193065699,0.0119774746751454,0.0190813459578327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190565780658051,0,0,0,0,0,0,0.0139975063320445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFL",0.0088030896005678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170800880889259,0,0,0,0,0,0,0.0305409457759681,0,0,0,0,0,0,0,0,0,0,0,0.0268778015484549,0.0279270753251885,0,0,0,0,0,0,0,0,0,0,0,0.0637651519725165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482582471737539,0.450905591730859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258497572685654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270666746575124,0.0287257539114511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363128761789895,0,0,0,0,0,0,0,0,0,0,0.0324449195062282,0,0,0,0,0,0,0,0,0,0,0,0,0.058410595731987,0.0585068645059065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316585815402495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331399275732839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGL",0,0,0.0209466057207069,0,0,0,0,0,0,0,0,0,0,0.0430303053834228,0,0,0,0,0,0,0.0338655904528291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398818589339972,0,0,0.0195961412631735,0.0280835524245287,0,0,0,0,0,0,0,0,0.0548377151320717,0,0,0,0,0,0,0,0.469189574923296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563984963670908,0,0,0,0,0,0,0,0,0,0,0,0.0385523275014784,0,0,0,0,0,0,0,0,0,0,0.0436831716273198,0,0,0,0,0,0,0,0,0,0,0,0.0142485624587404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593384758011718,0,0,0,0,0,0,0.0463895891773884,0,0,0,0,0,0.0458297546305891,0,0,0,0,0,0,0,0,0,0,0
"RIGR",0,0,0,0,0,0,0,0,0,0,0,0,0.045261297660087,0,0,0,0,0,0,0,0,0.0371105855842541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218579695112847,0,0,0,0,0,0,0,0,0.0575625963138445,0,0,0,0,0,0,0,0,0.467030066810428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581233245847246,0,0,0,0,0,0,0,0,0,0.0490837966221415,0,0.041018804455053,0,0,0,0,0,0,0,0,0,0.0458525559502616,0,0,0,0,0,0,0,0,0,0,0,0,0.01773506963133,0.0428754025101369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501164953561325,0,0,0,0.0610875286947446,0,0,0,0,0,0.048612865188105,0,0,0,0,0,0.047857296402952,0,0,0,0,0,0,0,0,0,0,0
"RIH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159061487978117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106985475401453,0.011129174735661,0,0,0,0,0,0,0,0,0,0,0,0,0.0189982871024765,0.0180447429844539,0.0151750758348599,0,0,0,0,0,0.0126972157953279,0.0123155661068117,0.00924148756035115,0.00855464483208538,0,0,0,0,0,0,0,0,0.00915620440773632,0.00929265270001656,0.0118379618263925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126823759123143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113701383113289,0,0.010833732950402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIML",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986719896377007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00306932893215276,0.00836685870992662,0,0,0,0,0.0369009246073185,0,0,0,0,0,0.0182898638975424,0,0,0,0,0,0.0120392957363845,0,0,0,0,0,0,0,0,0,0.0100989404154904,0.0128377810272307,0.0149028329951473,0,0,0,0,0,0.00901200408049591,0.00847393776252369,0.0122423196388848,0.0149780125835548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450536122823409,0.0106332407659895,0,0,0,0,0,0,0,0,0,0.00590241209829719,0,0,0,0,0,0,0,0,0,0
"RIMR",0,0,0,0,0,0,0,0,0,0,0,0,0.00966253243930518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347432709761905,0,0,0,0,0,0.039700273027438,0,0,0,0,0.0188100026988634,0,0,0,0,0.0130202313163496,0,0,0,0,0,0,0,0,0,0,0.00935633231927714,0,0.0121953548899007,0,0,0,0,0,0.00971730372036143,0.00640351620693662,0.0149512009122595,0.0119293992239236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00982141902775511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116218709720348,0.0119724616888351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510733462424583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754991170271216,0.00878570283987713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00911620013612443,0.00974070890724207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279242739666137,0.00919689579508352,0,0,0,0,0,0,0,0,0,0,0,0,0.0310253893249646,0.0353010862746726,0.0343985636134981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203780418415724,0.0206405605506185,0,0.0151501091765868,0,0,0,0,0,0.0182898638975424,0.0188100026988634,0,0,0,0,0,0,0,0.0269219404894734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248134873966005,0,0,0,0,0,0,0,0,0,0,0.040856448582583,0,0,0,0,0,0,0,0,0.0279598563317795,0,0,0,0,0,0.0272077965196214,0,0,0,0,0,0,0,0,0,0,0
"RIVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928599366653887,0.0123174641737606,0,0,0,0,0,0,0,0,0,0,0,0.0108602250106179,0,0,0,0,0.0115404722755938,0.0115792846726924,0,0,0,0,0,0,0,0,0,0,0.0138140208529233,0,0,0,0,0,0,0,0,0.0121574173771097,0.0093997411433773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134754565750571,0,0,0,0
"RIVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131991350959542,0.00919547155958437,0,0,0,0,0,0,0,0,0,0,0,0.0121566991369471,0,0,0,0.0127664114874002,0,0,0.0109281660358109,0,0,0,0,0,0,0,0,0.0132103591081251,0,0,0,0,0,0,0,0,0.0144071552242714,0,0,0.00974779684242804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129902272335062,0,0,0
"RMDDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118364436441283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119073416960136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178302480830505,0,0,0,0,0,0,0,0,0,0.017392371644093,0,0,0,0,0,0,0,0,0,0,0,0,0.00506140863236214,0.0118115244894817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088024292776199,0,0.011542249302833,0,0.0132625133541403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182071285833324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191991728618221,0,0,0,0,0,0,0,0,0,0.0188641274484304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113276072536856,0.00520874536986835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00883712288003709,0,0.011542249302833,0,0.0135809845354866,0.00393154116966235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996937630122,0,0,0,0,0,0,0,0,0,0,0
"RMDVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119073416960136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118364436441283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118798879315263,0.0108743140257788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142911657895708,0.0148573352432813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00705276034724171,0,0,0,0,0,0,0,0
"RMEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816684457597455,0.00849568340578026,0,0,0,0,0.0120126612541206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102091926912097,0.0110038191821635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338227359760598,0.0348353746579895,0.036552614557862,0,0,0,0,0,0,0.030386662376876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346827326095512,0,0,0,0.0278713762467989,0,0,0,0,0,0,0
"RMGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03528297266255,0.031580834118081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300638334405416,0,0,0,0,0
"RMHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211537806261966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428754025101369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119713909906076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00663345535665614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAADL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754360195173699,0.00790323101352384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106146599060863,0,0,0,0,0,0,0,0,0,0,0,0,0.00769695253006019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAADR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100989404154904,0.00935633231927714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100408719647499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743286406462038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAAVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128377810272307,0.0151979339806847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103635274234331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025535248524099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAAVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149028329951473,0.0121953548899007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097998178307367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283526660452769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDQR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403393571018506,0,0,0,0,0.377462539587643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388842742216929,0,0,0,0,0,0.122241651354499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126950193706897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
