"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","HSNL","HSNR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PLNL","PLNR","PVCL","PVCR","PVNL","PVNR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMER","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVBL","AVBR","AVER","RIPL","AVAR","AVDL","RIPR","SIBVR","SIBVL","AVDR","AVEL","SIBDR","SIBDL","SIADL","RID","SIADR","SIAVL","SIAVR","RMEV"
"AWBR",0,0,0,0,0,0.00464743994548341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173325426176816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123464765343194,0,0,0,0,0,0,0,0,0,0,0,0.00398602446249706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56827617028215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938164526982075,0,0.0115124366345976,0,0,0,0,0,0.0913366663478105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261220014502263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011621527404724,0,0,0,0,0,0,0
"AWCL",0,0,0,0,0,0,0,0,0,0,0.0226438055305695,0.0245906381925876,0.00450380472836578,0.0225188905855312,0,0,0,0,0.0253805718097647,0.0167772139350333,0,0.030559593381723,0,0,0,0,0,0,0,0.0290514019939228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267271147505791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AWCR",0,0,0,0,0,0,0,0,0,0,0.0227658023671883,0.0219547855421802,0.0222937342041576,0.00438175844054074,0,0,0,0,0.0315897681590693,0.0136240574501963,0.0309154185528334,0,0,0,0,0,0,0,0.0274340161939744,0.00845832866635749,0,0,0,0,0,0.0156194148768048,0,0,0.0250125041307468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267271147505791,0,0.0368211240640987,0.0247314887924408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384200993692999,0,0,0,0.0358508407655072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.033317076151446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298638367545619,0,0.0399956366663134,0,0,0,0,0,0.116135062738458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031865241189951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286144151349565,0,0.0309756701463524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAGR",0,0,0,0,0,0,0,0,0,0,0,0,0.0308852018443906,0,0,0,0,0,0.051416465356592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995499483379371,0,0,0,0,0,0.027633480181713,0,0.0384525150652561,0,0,0,0,0,0.110637495441899,0.114714295960252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321502458801834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256007651710598,0,0,0,0,0,0.0287566476689521,0,0,0,0,0,0.0448632373293755,0,0,0,0,0.0264359845679734,0,0,0,0.0221254273087267,0,0,0,0
"BDUL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21753228735746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133315034970624,0.179497206487228,0,0.17619518247041,0.174083028763621,0,0,0,0.147406082242326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840011623759095,0,0.850109952007588,0.84802871529198,0,0.882360921009209,0,0,0.834882499466851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224685621318641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199294083933808,0,0,0,0
"BDUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184382747884877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172976154991673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383964771842438,0,0,0,0,0,0,0,0.229378321986333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84953404213124,0.875516629028523,0.883726951986629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118040165231215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222345992215504,0,0,0,0,0,0,0,0,0,0,0,0,0.178295150330148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEPDL",0,0,0.0594231916696093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243594671422247,0,0,0,0,0,0,0,0,0,0,0,0.0269320180689384,0,0.0174555655187142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237050898163902,0,0.0366243123122298,0.0393431276062764,0,0,0,0,0,0,0,0,0.0632440373609936,0,0,0,0,0,0,0.0131981367796036,0,0,0,0,0,0,0,0,0.0241088464459236,0.0241528063845591,0,0,0,0,0.732856149901225,0,0,0.0277133633788038,0,0,0,0.0225689605881895,0,0,0.0272238439406754,0,0,0,0.0249170255783445,0,0.00269495789333989,0,0.0219999501064775,0,0,0,0,0,0,0.0204128391257041,0.0224070148230694,0,0,0,0,0,0,0,0,0,0,0,0.024598590557629,0,0,0
"CEPDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229773212408725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238630542104317,0,0,0,0,0,0,0,0,0,0,0,0.0262159212493692,0,0.0167892430801131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409220500282626,0.0340372469061927,0,0,0,0,0,0,0,0,0.0625950837258057,0,0,0,0.0220111481431143,0,0.0161639124842,0,0.0120609676649772,0,0,0,0,0,0,0,0.0270343727098022,0.0242929716961125,0,0,0,0,0,0,0.0286939799530646,0,0,0,0,0,0,0,0,0.0273733104287393,0,0,0,0.0250460439584528,0,0.00297399260780016,0,0.0218590061620062,0,0,0,0.0302684288711543,0,0,0,0,0,0.0225361217167296,0.0228577868980136,0,0.0250115457792122,0.0222773034811358,0,0,0.0259937564694029,0,0,0,0,0
"CEPVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159231661522607,0,0.0150266338155997,0,0,0,0,0,0,0,0.0174613829725054,0,0,0,0.00611382117623668,0,0,0,0,0,0,0,0,0,0,0,1.07446086317544,0,0,0,0,0,0.045579067542534,0.0477588882884315,0,0,0,0,0,0,0,0,0,0,0,0.0236821919019598,0,0,0,0,0,0,0,0,0,0,0,0,0.0272562054717591,0.0257322658668184,0,0,0,0,0,0,0,0,0,0,0.0173140952446446,0,0,0,0,0,0.00851176026980466,0,0.0132455309385374,0,0.0239563849624427,0,0,0,0.0116210650934521,0,0,0,0,0.0241245308406454,0,0,0,0,0,0,0,0.0177454178614685,0,0,0,0,0,0,0,0
"CEPVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393427222604547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163378752467426,0,0,0,0,0,0,0,0.0164639191325494,0,0,0,0.00614887159363407,0,0,0,0,0,0,0,0,0,0,1.07246642582374,0,0,0,0,0,0.0469286906971298,0.0424947053089779,0,0,0,0,0,0,0,0,0,0,0,0,0.0224137229257128,0,0.0174860574927748,0,0,0,0,0,0,0,0,0.0806827670208492,0.0275032258477301,0.0237209148633253,0,0,0,0,0,0,0,0,0,0.0392600461814792,0,0,0,0,0,0,0,0.00849428711969845,0,0.0133324540888484,0,0.0218895805157671,0,0,0,0.0116713492351463,0,0,0.0329037626908953,0.0169158877565959,0,0,0,0.0117128643219752,0,0,0,0.0217564045976265,0,0,0,0,0,0,0.0426244541799731,0
"DVA",0.972746596482135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00917692824903,1.01117519576272,0,0,0,0,0,0.982479579086642,0,0,0,0,0,0,0,0,0,0,0,0,1.02072867715491,1.0209218455289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00060206741406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597885161749836,0,0,0,0,0,1.03452318611889,1.03385718087919,0,0,0,0,0,0,0,0,1.0405852179849,1.0168456931698,0,1.03042716103205,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02559454836744,0,0,0,0,0,0,0,0,0.304289633969687,0,1.02231681194813,1.02167209323697,1.0181295503384,1.01159600932701,0,0,0,0,0,0,0,0,0,0,0,1.03497139075911,1.05872992643032,0,0,0,1.03603823034101,1.01656861772387,0,1.03336316550507,0,1.03487884540029,0,0,0,0,0,1.03475316988616,0,0,0,0,0,1.0123063973758,1.0082336988642,0
"DVC",0,0,0,0,0,0,0,0,0,0,0,0,1.03132579624803,1.03072516742537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98570031998412,1.00253452490055,1.00947009702879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06595785577621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021901897504,1.0224832016098,0,0,0,0,0.946610545897878,0.942253643564899,0,1.01974196597507,0,0,0,1.01895154041306,0,0,0,0,0,0,0,0,0,0,1.02766232968952,1.02852183277485,0,0,0,0,0,0,0,1.04016411231087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03889693140147,0,0,1.03631869198986,0,1.03785130974954,0,0,0,0,0,0,0,0,0,1.04200708675932,0,0,0,0
"FLPL",0.0190220904784904,0,0.00986397374920474,0.0318547178180191,0,0,0,0,0,0,0,0,0.0375988395661189,0.0439889351277327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253898923278905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327713366922033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00102299052234,0.99939949596034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513133802337716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68793559876577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455657887444764,0.0264864943547296,0.0396820983233466,0,0,0.0521963237525522,0.0240222852508223,0,0,0,0,0.0441608446167601,0,0,0,0,0,0,0,0
"FLPR",0,0.0235558840181174,0,0.0120032799391198,0,0,0,0,0,0,0,0,0.0375529094973845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01015289562958,0,0,0,0,0.951986883485748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046442423771604,0.0318275517744159,0.0189910779421877,0,0,0.0351647701120205,0.0333119247898275,0,0,0,0.0153739868949754,0.0428351772650485,0,0,0,0,0,0,0,0
"HSNL",0,0,0,0,0,0,0.580560848636498,0,0,0,0.569162322264525,0,0,0,0,0,0,0,0,0,0.566425879924326,0.567865862041614,0,0,0,0,0,0.538983676303722,0,0.577378959918562,0,0,0,0.581812014299803,0,0,0,0,0,0,0,0,0,0,0.575579277659554,0,0,0,0,0,0,0,0.582674379268103,0.58273283050707,0.583207629132976,0.582547872469843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477523041049543,0.485494779206449,0,0,0.438123944301956,0,0,0,0,0,0,0,0,0,0.522915919645922,0,0,0,0,0,0.574889808300931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573862213218606,0.574848822868688,0,0,0.591664939684576,0,0,0,0,0.570890273138422,0,0,0,0,0,0,0,0,0
"HSNR",0,0,0,0,0,0,0,0,0,0,0.554011050748948,0.553229496293483,0,0,0,0,0,0,0,0,0.550768593108828,0.553456468887586,0,0,0.202222878243675,0,0,0,0,0.563106632190385,0,0,0,0.56751036192495,0,0,0,0,0.571582280110509,0.572415056051237,0,0,0,0.512684996713839,0,0,0,0,0,0,0,0,0,0,0.567563084097679,0.56827617028215,0,0,0,0,0,0.383964771842438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45272038179065,0,0,0,0,0,0,0,0,0,0,0.497179987121506,0,0,0,0,0.560148447921258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55829130840995,0,0,0,0,0,0,0,0,0.556642713866607,0,0,0,0,0,0,0,0,0
"IL1DL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08393431536554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393646428888365,0,0,0.0252051268036386,0,0,0.0124144500765489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102443132662407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL1DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08221004899894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379331274045194,0,0,0,0,0.0248174997560315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830504350718586,0,0,0,0,0,0,0,0,0,0,0,0
"IL1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113830577573098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380037538339142,0.0406576869701859,0.0297394570670116,0.0387351733177112,0.0245500339071813,0.0360744369812701,0.0229909464603053,0,0,0,0,0,0,0,0.0405837921629821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365980668141263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245252203178814
"IL1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102787683365092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847430342108756,0,0,0.039714735310477,0.0377120584008368,0.035973307535979,0.031179335235106,0.0336921175174921,0.0258598658865794,0,0,0,0.0428612603987418,0,0,0,0.0427091047725043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862985019876504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717071916067349,0,0,0,0.0344094174121072,0,0,0,0,0,0,0,0
"IL1VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08938837261622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038638954482693,0,0,0,0,0,0,0.0173612035378095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134497312066543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230569353889724
"IL1VR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102787683365092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380433444819853,0,0,0,0,0,0,0.0181510717766369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142460891700363,0,0,0,0,0,0,0,0,0,0,0,0
"IL2DL",0.102712306291271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365273502035205,0,0,0,0,0,0,0,0,0,0.0126568589359683,0,0,0,0,0,0,0,0.0124458198774478,0,0,0,0,0,0.0196176568268231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705581774279433,0,0,0,0,0.0383298774874526,0,0,0,0,0,0,0,0,0,0,0,0,0.0254560956983416,0.0209938840889585,0.0283015604555429,0,0,0,0,0.0523485515335071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932184114140684,0,0,0,0,0,0,0,0.0145970250741589,0,0,0,0,0,0,0,0.0173816220631699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348356852494231
"IL2DR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111277264039819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01775408524731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695017410022494,0,0,0,0,0,0.0364060604072317,0,0,0,0,0,0,0,0,0,0,0,0.0339535978510562,0,0.0267262604064336,0.0193624953498219,0,0,0,0,0,0.048353051408042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00724827926778143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154043468525324,0,0,0,0,0,0,0,0,0,0,0,0.0338882446547656
"IL2L",0,0,0.0842962293673144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131287985425885,0,0,0,0,0,0,0,0,0,0,0,0.00577082401097322,0,0.017425601260699,0,0.012081646608208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638639398386817,0,0,0,0,0.0306163810703315,0,0,0,0,0,0,0,0,0,0.0413878343670426,0,0,0,0,0.0276049746493386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503335447058545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035766678392089,0,0,0,0,0,0
"IL2R",0,0,0,0.0770807003320019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320874987826256,0,0.0130424352026615,0,0,0,0,0,0,0,0.00502272044843479,0,0.0163236274427783,0,0.0121185598231597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063948458649696,0.0580639170272457,0,0,0,0,0.0292700028092436,0,0,0,0,0,0,0,0,0.0386659310078411,0,0,0,0,0,0.0124596841415122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566469469437398,0,0,0,0,0,0,0,0.0116068400327942,0,0.00593995455843309,0,0.0313092846028738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027160203516876
"IL2VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279785954179709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555509595017269,0,0,0,0,0,0,0,0,0,0,0,0.0165362617403012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388572310526384,0,0,0,0,0,0,0,0,0,0.0323139800495177,0,0,0,0,0,0,0.0438630930691595,0,0,0,0,0,0.030755852523595,0.0207934909155035,0.027733447245046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118290529028374,0,0,0,0.0398086862282436,0,0,0,0,0,0,0,0,0,0.0166841367748492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285269077131026
