"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","HSNL","HSNR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PLNL","PLNR","PVCL","PVCR","PVNL","PVNR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMEV","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVAR","AVBL","AVBR","AVDR","RIPL","RIPR","AVER","SIADL","SIBVR","AVDL","AVEL","SIBVL","SIBDL","RID","SIBDR","SIADR","RMER","SIAVL","SIAVR"
"RICR",0.0440185268434639,0.0309881625269533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477588882884315,0.0424947053089779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234181236238624,0,0,0,0,0,0,0,0.0120054402707169,0,0.0305660097422366,0.0266016589590762,0.018452069391907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235906363922346,0.0226837591096306,0,0.0304936817738528,0,0,0,0,0,0.0168066989411031,0,0,0.0311785564957111,0,0.0384974523710661,0.0304006135191997,0,0,0,0,0.0579811468584024,0,0,0,0,0,0,0,0.0384474820625893,0.028240582950616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFL",0.0177606193695666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344598268460786,0,0,0,0,0,0,0,0,0.0616176976181813,0,0,0,0,0,0,0,0,0,0,0,0.0587051363842264,0.0601139125561837,0.0542271434749529,0.0563440993402925,0,0,0,0,0,0,0,0,0,0,0,0,0.128648990821744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909721807878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521530190506144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759113603003941,0,0,0,0,0,0,0,0.0546082032563847,0.05795546841784,0,0,0,0,0,0,0,0.0714932051540783,0,0,0,0,0,0,0,0
"RIFR",0,0.0282937615004395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015956152871326,0.0697357385873852,0.0687812100238412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118040165231215,0,0,0,0,0,0,0,0,0.512161535536595,0.497179987121506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906691787538115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638725767917314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668612573846955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868155284051513,0,0,0,0,0,0,0.0683253140714973,0.0710250144590358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566597987512421,0,0,0,0,0,0,0,0,0,0.110637495441899,0,0,0,0,0,0,0,0.946610545897878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113786440038867,0,0.942755702921295,0,0,0,0,0,0,0,0,0,0,0.886388143011121,0.0952831268612294,0,0.0777810116257898,0,0,0,0,0,0,0,0,0,0,0.0881327146866978,0,0,0.0788695362831279,0,0,0,0,0,0,0,0,0,0.0816982609352473,0,0,0,0,0.0844123048156895,0.0887356698950245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119419688485806,0,0.119717977493592,0,0,0,0,0,0,0,0,0.0924635400441709,0,0,0,0.0935930307964855,0,0,0,0,0,0,0,0
"RIGR",0,0,0,0,0,0.0944891931672116,0,0,0,0,0,0,0.0913166531738598,0,0,0,0,0,0,0,0.072900643746086,0.0748722340734952,0,0,0,0,0.96202596352413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440994121718901,0.0607997078336422,0,0,0,0,0,0,0,0,0.116135062738458,0,0,0,0,0,0,0,0,0.942253643564899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117266356618304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827572370584403,0,0,0,0,0,0,0,0,0,0.0925095427066683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870454204913482,0,0.0357812808351396,0.0865030050643112,0,0,0.0976406772403445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122358881169991,0,0.123246768419222,0,0,0,0,0,0,0,0.0965541944971838,0,0,0,0.0980785876602119,0,0,0,0,0,0,0,0
"RIH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178959224144077,0.0338233975103127,0.0320913528376902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234305488775471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195467442141908,0,0,0,0.0215847888967845,0.022453598150895,0.0131841635145399,0.011346465325846,0,0,0,0,0,0,0,0,0,0,0,0.0252493181993346,0,0,0.0306163810703315,0.0292700028092436,0,0,0,0,0.0256171897625037,0.0248471947769009,0.0186451064814102,0.017259371152453,0,0,0,0,0,0,0,0,0,0,0,0,0.0184730439805206,0.0187483343947702,0.0238836071935988,0.0235152944411983,0,0,0,0,0,0.10226303973432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392387473917684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022598281832849,0,0,0,0,0,0.0229397527333829,0.0218575313911618,0,0,0,0,0.0129165114473201,0,0,0,0,0,0,0,0
"RIML",0.0450086208452406,0,0,0,0,0,0,0,0,0,0,0,0,0.0199075066812905,0,0,0,0,0,0,0.0102512397497205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234627832295105,0.0350653662487111,0.0217691138535483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061925057403082,0.0168805044147642,0,0,0,0,0,0,0,0,0,0,0.0369006026003049,0,0,0,0,0.0200284714044002,0.0242898071874423,0,0,0,0,0,0.0094272166242879,0,0,0,0,0,0.0152195477973641,0.020375055224235,0.0259007862830094,0.0300671192007357,0,0,0,0,0,0,0.0181821134957374,0.0170965410998285,0.024699416815294,0.0302187973176982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908976388152492,0.0214530296155928,0,0,0,0,0.0119083752860382,0,0,0.0196041009242167,0,0,0,0.0209125670015364,0,0,0,0
"RIMR",0,0,0,0,0,0,0,0,0,0,0,0,0.0194945829915806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380301186715461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169973357861791,0.00700960730221387,0,0,0,0,0,0.0800970420729013,0,0.0132968439188826,0,0,0.0379500054450754,0,0,0,0,0.0262688877435123,0.0165182073548781,0,0,0,0,0,0.0113909245159524,0.0100381768529574,0,0,0,0,0.0159451152027235,0.0188768108195942,0.0306624983820831,0.0246046633743611,0,0,0,0,0,0,0.0196050864533608,0.0129193748034686,0.0301647035949096,0.0240680861535302,0,0,0,0,0,0,0,0,0,0,0,0,0.0287799311383493,0.0204186388216288,0.0198151436524884,0.0119556884506132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIR",0,0,0,0,0.0137102236032094,0.0174163907399395,0,0,0,0,0,0,0,0,0,0,0,0,0.0265891496020933,0,0.0234476344172632,0.0241549665651937,0,0,0,0,0,0.051538835668176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185380715627496,0,0,0.0200350063755605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03042716103205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974282963715135,0.98185024417292,0,0,0,0,0.0152322779967,0.017725540817296,0,0,0,0,0,0,0.0881327146866978,0.0925095427066683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138141431432156,0,0,0,0,0,0,0,0,0,0,0,0.0183923336079703,0.0196523074444358,0,0,0,0,0,0,0,0,0,0,0,0.0119080108770052,0,0,0,0.00960968481207891,0,0,0,0,0,0,0,0
"RIS",0,0,0,0,0,0,0,0,0,0,0,0,0.0495459707344162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563384474765014,0.0185551406392036,0,0,0,0,0,0,0,0,0,0,0,0,0.0632440373609936,0,0.0712214898524096,0.0694006107991628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774557521820927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411135931891373,0.0416432361986164,0.0292512848008425,0,0,0,0,0,0,0.0369006026003049,0.0379500054450754,0,0,0,0,0,0,0.0568479508549451,0.0543161957243763,0,0,0,0,0.0631171105403975,0.0434114742221527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540305175991425,0.0500622991334922,0.0600309225264364,0,0,0,0,0,0,0,0,0,0.0824296769648605,0.0809734779929901,0.0820086190806529,0,0,0,0,0,0,0,0,0.054892922802745,0,0,0,0.0564102364588534,0,0,0,0,0,0,0,0
"RIVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187348995026661,0.0248510242102187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232834089770753,0.0233617146905198,0,0.0261344972046647,0,0,0,0,0,0,0,0,0,0,0,0.0278703929488804,0,0,0,0,0,0,0,0,0,0.0245281227783793,0.0189643900261121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271873246689749
"RIVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266298339655216,0.0185522671816176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257567951061584,0,0,0.0220480542827763,0,0.0245790978590041,0,0,0,0,0,0.0564472004468003,0,0,0,0.0266524789023578,0,0,0,0,0,0,0,0,0,0.0290670675577405,0,0,0.0196666076645478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262083531904072,0
"RMDDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238805441942939,0,0,0.0164769671269662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413568050486026,0,0,0,0,0,0,0,0.0367279449604198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901472972157929,0,0,0,0.0240235841235363,0,0.0324100625770763,0,0.0171404138888549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617658472200657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375586593294409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDL",0,0,0,0.0548445982341812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035973307535979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102116139073973,0.023830268706849,0,0,0,0,0,0,0,0,0,0.0200284714044002,0,0,0,0.0233617146905198,0,0,0.0177592871390577,0,0.0232869942074702,0.00768083839926508,0,0,0.0199070343840751,0,0.016761650670597,0,0,0,0.0141483084926476,0,0,0,0,0,0,0,0,0,0,0.0297952314111462,0,0,0.0110170097533882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367336804751443,0,0,0,0.0222496814671722,0,0,0,0
"RMDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387351733177112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228539444591902,0.0105088722374537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178292830035836,0.0102057438254764,0.0232869942074702,0,0.0274002319575606,0.00793205674581001,0,0,0,0,0,0,0,0,0.0133832871230782,0,0,0,0,0,0,0,0,0,0,0,0.00833251682979098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209099038567105,0,0
"RMDVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315735381008072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240235841235363,0,0,0,0,0.0239681949495707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369667344600605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027090228130384,0,0,0,0
"RMDVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238805441942939,0,0,0,0.028887881400284,0,0.0219394054906064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306309427014784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239681949495707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288330537859763,0.0299753254908308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233712435233585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171404138888549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205974940261249,0.0222006878236633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423813861430493,0.0264833227593329,0,0,0,0,0,0,0.0139904424407343,0,0.0321409152393312,0,0,0,0,0,0,0.0272380495154526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967638394757155,0,0,0,0,0,0,0,0,0,0,0,0.0094272166242879,0,0,0,0,0,0,0,0.016761650670597,0.0176750255812226,0.0242034108036708,0,0,0.0344217201766831,0,0,0,0,0,0.00383152405218863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMFR",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122360722800967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435875150783241,0.026937081558525,0,0,0,0,0,0,0,0,0,0.0300734516759072,0,0,0.0262201812630796,0,0,0,0,1.02852183277485,0,0,0,0,0,0,0.0424270983708747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827034127947005,0,0,0,0,0,0.0443843855743493,0,0.0244019340454041,0,0,0.0172531741871242,0.0149717816084543,0.0243858010123847,0,0,0,0,0,0,0.0598232891849508,0,0,0.00229054698025384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160713142887802,0,0,0,0,0,0,0,0
"RMGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298673654536289,0,0,0,0,0,0,0,0,0.345940387478916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055699303901199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987320187703501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682388532850329,0.0702818962398035,0.0737465030553356,0.0767451053559362,0,0,0,0,0,0,0,0,0,0,0.0700785746780444,0.0720456127546119,0.0753325862711276,0,0,0,0,0.0515603296740212,0,0,0,0,0,0,0,0,0,0,0,0.0715675006577051,0,0,0,0,0,0.0695852800385748,0,0.0500777424907388,0,0,0,0,0,0,0,0,0.0680895816473141,0.0562317240066995,0.0639691489453852,0.0776151245454333,0.0667267820018928,0,0,0,0
"RMGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387772545987819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560187571334928,0,0,0,0,0,0,0,0,0.0220526837050222,0.0186640872566809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711849448454956,0.0637157179575319,0,0.0693679830798222,0,0,0,0,0,0,0,0.0583480683357695,0,0,0.0678957378943535,0,0,0,0,0,0,0,0.0439485151999615,0,0,0,0,0,0,0,0,0,0,0,0.0688314914386713,0,0,0,0,0,0,0,0.0493713534294243,0,0,0,0.0645473628582386,0.0613032927082632,0.0631416389240541,0,0,0,0.0660181402183568,0,0.0606551025554786,0,0,0,0
"RMHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426786802107475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865030050643112,0,0,0,0,0,0,0,0,0,0.0141483084926476,0.0183474731208926,0,0,0,0,0,0.00383152405218863,0,0,0.0583480683357695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286825632530572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844123048156895,0,0,0,0,0,0,0,0,0,0,0.0158987759945538,0.0133832871230782,0,0,0,0,0,0,0.00229054698025384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAADL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352416281558915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152195477973641,0.0159451152027235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654327830797567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214155419157881,0,0,0,0,0,0,0,0,0,0,0,0,0.0155289393150337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
