"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PVCL","PVCR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIPL","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMER","RMEV","RMGL","RMGR","SAADL","SAADR","SAAVL","SAAVR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVAR","AVBL","AVBR","RIPR","AVDL","AVDR","SIADR","SIBDR","AVER","RID","AVEL","SIBVL","RMEL","SIBVR","SIBDL","SIAVL","SIADL","SIAVR"
"RIAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206148625844316,0,0.00715492584692532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671648603600685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066142865604028,0.00765037711693025,0.0059839307746351,0.00849600884331137,0.00374664140639654,0.00909014071157592,0.00290356014499872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070329137153903,0.00538892957976118,0.00754745823419216,0.00105516518997027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657269211634396,0,0,0,0,0,0,0,0,0,0,0
"RIBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175492153492685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137091575450044,0,0,0.00845137984758258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658537373061507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146578897456924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646389494857783,0,0,0,0,0,0.00875468065076477,0,0,0,0,0.00567009627481095,0,0,0,0,0,0,0
"RIBR",0,0,0,0,0,0,0,0,0,0,0,0,0.00724626974186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014259313941903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152699286845502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622139748795438,0,0,0,0,0,0,0,0.0295047540817048,0,0,0,0,0,0.0148467189925502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100134027916962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00575492317905938,0,0,0,0.00849197189813709,0,0,0,0.00500417082760721,0,0.00857371296828276,0,0,0,0,0,0,0
"RICL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107826467979226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130573635200124,0,0,0.016731098422455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834907016155093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105239226363676,0.0101928738725273,0,0,0,0,0,0,0,0,0,0,0,0,0.019720201533342,0,0.0110845030285812,0.0136485331703859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RICR",0.0156935617441915,0.011047953596566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141710040410427,0,0,0,0,0,0.0111158331854274,0.00861537652071863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137073631701405,0.0100683817476109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFL",0.00633204690567158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219680487160472,0,0,0,0,0,0,0,0,0,0,0,0,0.0200878962865391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185936850528277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194690115957545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIFR",0,0.0100873410566784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261197881287469,0,0,0,0,0,0,0,0,0,0,0.0233375736799185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227719621605303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234796621578522,0.0238374917632393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309516231705322,0,0,0,0,0,0,0.0243594597994034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140954700314055,0,0,0,0,0,0,0,0,0,0.0394446722879814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405673394921179,0,0,0,0,0,0,0,0,0,0,0,0.0277306215361512,0,0,0,0,0,0,0,0,0.0265427703315799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102489659790939,0,0,0.0332679493349549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425757150253742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216764175754724,0,0,0,0,0,0,0,0.0414046745415373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418080054030475,0,0,0,0,0,0,0,0,0,0.0353058887983825,0,0.0295047540817048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127568044716584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439401522190268,0,0,0,0,0,0.0281893155892552,0,0,0,0.0344236693424742,0,0,0,0,0,0,0,0,0
"RIH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120587765036767,0.0114412649247417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621822186827754,0,0,0.0076954464762449,0.008005195862493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115206363654802,0.00982751189979564,0,0,0.00913308504576219,0.00885856509437335,0.00664738578902451,0.00615334101957018,0,0,0,0,0,0,0,0,0.00658604176696823,0.00668418878422244,0.00851502517337002,0.00838371367034025,0,0,0,0,0,0,0,0,0,0.00817852053972783,0.00376593006855545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779268510467509,0,0,0,0,0,0,0,0,0.00768876406274116,0,0,0,0,0
"RIML",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00709745890376443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879903547093373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220776291610988,0.00601826679135073,0,0,0,0,0.0265427703315799,0,0,0,0,0,0,0.0131558670140217,0,0,0,0,0.00714058545722093,0.00865984430160987,0,0,0,0,0,0,0,0,0.0072641501234229,0,0.0107195816280884,0,0,0,0,0.00648231872456724,0.00609528856602581,0.0088058790384961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00324069842732628,0.00764847142816785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIMR",0,0.0150817012370331,0,0,0,0,0,0,0,0,0,0,0.00695024263178092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605991971507255,0.00249907738600668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00936542954333916,0,0,0,0,0,0,0.0195081857714589,0,0,0,0.0109318472492644,0.00877209737694612,0,0,0,0,0.00698963951815471,0.00460603797341055,0,0.00858079593299771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706452947610455,0.00426246283891426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840640300790118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817852053972783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664475372121684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIR",0,0,0,0,0.00488799276288335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00947960985813762,0,0.00835959140093731,0.00861177068846036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660922551367594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090634665053582,0,0,0,0,0,0,0,0.367369683498384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543063824230173,0.00631954063920986,0,0,0,0,0,0,0,0.0329816630519426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655726676458073,0.00700647482801623,0,0,0,0.0115007797704384,0.00511560495109083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225478741895716,0.0223165081109394,0.0253920094256417,0.024742826458832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146578897456924,0.0148467189925502,0,0,0,0,0,0,0,0.0131558670140217,0.0135300019412877,0,0,0,0,0,0,0,0.0202675303048065,0.0193649045626037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178482979519407,0,0.0213632955520386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195705203035874,0,0.0201114756070695,0,0,0,0,0,0,0
"RIVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00667939895312445,0.00885993037059971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830104146139206,0,0,0.00931751639470653,0,0,0,0,0,0,0,0.00993640096438343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094941147181425,0.0066142865604028,0,0,0,0,0,0,0,0,0.0114043146289573,0,0,0,0,0,0,0,0.00918285738567386,0,0,0,0,0,0,0,0,0,0,0.00950218813040581,0,0,0,0,0,0,0,0.0103630414771075,0,0,0.00701157316736052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851393314753088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00856492999186946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128252661650012,0,0,0,0,0,0.0137852449680129,0,0,0,0.0125103024106634,0,0,0,0,0,0,0,0,0,0,0,0,0.00364066234959382,0.00849600884331137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633157193653361,0,0.00830231967396763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130963556476601,0,0,0,0,0,0,0
"RMDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922753510305569,0,0,0,0,0,0,0,0.0138099313567492,0,0,0,0,0,0.0147556626873804,0,0,0,0.0135689337786955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814792802458085,0.00374664140639654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635652698388633,0.00363856953777855,0.00830231967396763,0,0.00976877835008682,0,0,0,0,0.0250570238767995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00856492999186946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMDVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851393314753088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMED",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854518254723824,0.0078218750009988,0,0.0050730381445072,0.00864068616524463,0,0,0,0,0,0,0,0,0,0,0.0102796104802176,0.0106868551749918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871379321284652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766250745717419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005874396975701,0.00611093016907001,0,0,0,0,0.00864068616524463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00734345439192278,0.00791502783278429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257166479229044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243286346494465,0.0250570238767995,0.0262922315240762,0.0273612984312468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114556315306326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253789803362202,0.0227160385761635,0,0.0247311939675888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAADL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542609964949502,0.00568478020271013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763510624823748,0,0,0,0,0,0,0,0,0,0,0,0,0.00553640445144681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAADR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072641501234229,0.00672999342263794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722238158867974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534644608156905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAAVL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111313749417469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366235444030288,0,0.0092341933704642,0.0109318472492644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745446709404838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183674594647028,0,0.00789467283402232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAAVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107195816280884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00704899177298605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203940229448483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMBDL",0,0.0176516465401425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013692198843,0,0,0,0,0,0,0,0.00917692036697905,0,0,0,0,0.00450864283557148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712826336340942,0,0,0,0,0,0,0,0,0,0,0,0.00401589126743678,0,0,0
"SMBDR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134737926482533,0,0,0,0,0,0,0.00926547983191508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
